CNT	TIME	TIME_TICK	FPOGX	FPOGY	FPOGS	FPOGD	FPOGID	FPOGV	LPOGX	LPOGY	LPOGV	RPOGX	RPOGY	RPOGV	BPOGX	BPOGY	BPOGV	LPCX	LPCY	LPD	LPS	LPV	RPCX	RPCY	RPD	RPS	RPV	LEYEX	LEYEY	LEYEZ	LPUPILD	LPUPILV	REYEX	REYEY	REYEZ	RPUPILD	RPUPILV	CX	CY	CS	USER
64360	435.12286	3531362195715	0.51075	0.49133	434.78818	0.33469	1166	1	0.51032	0.45864	1	0.50281	0.47636	1	0.50656	0.46750	1	0.36259	0.25775	14.77455	1.05073	1	0.60655	0.25507	13.86605	1.05963	1	-0.03591	0.04922	0.68214	0.00317	1	0.02906	0.05204	0.71242	0.00309	1	0.50000	0.50000	0	
64361	435.12921	3531362259311	0.51212	0.46257	434.78818	0.33469	1166	0	0.52784	0.48558	1	0.49741	0.39028	1	0.51262	0.43793	1	0.36265	0.25774	14.71098	1.04267	1	0.60670	0.25520	13.73801	1.04267	1	-0.03591	0.04922	0.68214	0.00321	1	0.02906	0.05204	0.71242	0.00311	1	0.50000	0.50000	0	
64362	435.13776	3531362344571	0.51259	0.44667	434.78818	0.33469	1166	0	0.52546	0.41036	1	0.50066	0.45119	1	0.51306	0.43078	1	0.36278	0.25790	14.88369	1.02571	1	0.60680	0.25513	13.77508	1.02571	1	-0.03591	0.04922	0.68214	0.00323	1	0.02906	0.05204	0.71242	0.00309	1	0.50000	0.50000	0	
64363	435.14304	3531362397528	0.51268	0.44585	434.78818	0.33469	1166	0	0.52602	0.42400	1	0.49969	0.46442	1	0.51285	0.44421	1	0.36272	0.25758	14.78011	1.00874	1	0.60684	0.25513	13.56837	1.00874	1	-0.03591	0.04922	0.68214	0.00332	1	0.02906	0.05204	0.71242	0.00309	1	0.50000	0.50000	0	
64364	435.14981	3531362465078	0.51504	0.45020	435.12921	0.02060	1167	1	0.52224	0.48894	1	0.52200	0.43752	1	0.52212	0.46323	1	0.36262	0.25769	14.75818	1.00874	1	0.60671	0.25515	13.52086	1.00874	1	-0.03591	0.04922	0.68214	0.00321	1	0.02906	0.05204	0.71242	0.00306	1	0.50000	0.50000	0	
64365	435.15720	3531362539074	0.51690	0.45437	435.12921	0.02798	1167	1	0.52195	0.49650	1	0.52678	0.44561	1	0.52436	0.47105	1	0.36272	0.25763	14.62219	1.00874	1	0.60663	0.25533	13.58422	1.00874	1	-0.03591	0.04922	0.68214	0.00334	1	0.02906	0.05204	0.71242	0.00310	1	0.50000	0.50000	0	
64366	435.16348	3531362602059	0.51808	0.45774	435.12921	0.03427	1167	1	0.52195	0.49650	1	0.52604	0.45270	1	0.52400	0.47460	1	0.36267	0.25782	14.67749	1.00874	1	0.60654	0.25521	13.86157	0.99984	1	-0.03591	0.04922	0.68214	0.00325	1	0.02856	0.05119	0.70152	0.00306	1	0.50000	0.50000	0	
64367	435.17068	3531362674100	0.51712	0.45414	435.12921	0.04147	1167	1	0.52161	0.46196	1	0.50112	0.40319	1	0.51137	0.43257	1	0.36269	0.25780	14.76364	0.99984	1	0.60655	0.25514	13.86182	0.99094	1	-0.03591	0.04922	0.68214	0.00325	1	0.02856	0.05119	0.70152	0.00307	1	0.50000	0.50000	0	
64368	435.17722	3531362739373	0.51759	0.45469	435.12921	0.04800	1167	1	0.53672	0.45102	1	0.50500	0.46594	1	0.52086	0.45848	1	0.36279	0.25790	14.63803	0.99094	1	0.60673	0.25523	13.48352	0.98204	1	-0.03591	0.04922	0.68214	0.00323	1	0.02856	0.05119	0.70152	0.00310	1	0.50000	0.50000	0	
64369	435.18341	3531362801347	0.51797	0.45439	435.12921	0.05420	1167	1	0.53653	0.44464	1	0.50552	0.45949	1	0.52103	0.45207	1	0.36282	0.25784	14.92850	0.99900	1	0.60694	0.25506	13.54432	0.99010	1	-0.03887	0.05343	0.74060	0.00321	1	0.02863	0.05112	0.70058	0.00312	1	0.50000	0.50000	0	
64370	435.18979	3531362864878	0.51741	0.45690	435.12921	0.06058	1167	1	0.51298	0.47895	1	0.51174	0.47998	1	0.51236	0.47946	1	0.36289	0.25766	14.57853	1.00706	1	0.60690	0.25508	13.68682	1.00706	1	-0.03887	0.05343	0.74060	0.00331	1	0.02863	0.05112	0.70058	0.00311	1	0.50000	0.50000	0	
64371	435.19638	3531362931026	0.51721	0.45648	435.12921	0.06717	1167	1	0.52867	0.45502	1	0.50174	0.44950	1	0.51520	0.45226	1	0.36284	0.25789	14.78060	1.02403	1	0.60689	0.25512	13.60132	1.02403	1	-0.03887	0.05343	0.74060	0.00320	1	0.02863	0.05112	0.70058	0.00309	1	0.50000	0.50000	0	
64372	435.20325	3531362999581	0.51707	0.45584	435.12921	0.07404	1167	1	0.52867	0.45502	1	0.50226	0.44254	1	0.51546	0.44878	1	0.36275	0.25787	14.99360	1.02403	1	0.60671	0.25519	13.79285	1.03293	1	-0.03591	0.04922	0.68214	0.00321	1	0.02961	0.05297	0.72587	0.00309	1	0.50000	0.50000	0	
64373	435.21033	3531363070411	0.51729	0.45551	435.12921	0.08112	1167	1	0.51134	0.48200	1	0.52875	0.42125	1	0.52005	0.45162	1	0.36258	0.25780	14.72750	1.01596	1	0.60628	0.25523	13.64017	1.02487	1	-0.03591	0.04922	0.68214	0.00315	1	0.02961	0.05297	0.72587	0.00311	1	0.50000	0.50000	0	
64374	435.21704	3531363137590	0.51724	0.45436	435.12921	0.08783	1167	1	0.49200	0.46287	1	0.54113	0.41594	1	0.51657	0.43941	1	0.36267	0.25775	14.56785	1.00790	1	0.60655	0.25513	13.88914	1.01680	1	-0.03591	0.04922	0.68214	0.00322	1	0.02961	0.05297	0.72587	0.00306	1	0.50000	0.50000	0	
64375	435.22308	3531363197869	0.51719	0.45379	435.12921	0.09387	1167	1	0.49253	0.46903	1	0.54036	0.42254	1	0.51644	0.44579	1	0.36258	0.25776	14.78721	0.99984	1	0.60655	0.25526	13.94368	1.00874	1	-0.03591	0.04922	0.68214	0.00320	1	0.02961	0.05297	0.72587	0.00309	1	0.50000	0.50000	0	
64376	435.23059	3531363273139	0.51702	0.45612	435.12921	0.10138	1167	1	0.53336	0.49183	1	0.49570	0.49032	1	0.51453	0.49107	1	0.36281	0.25765	14.52230	1.00874	1	0.60695	0.25516	13.77180	1.00874	1	-0.03591	0.04922	0.68214	0.00332	1	0.02961	0.05297	0.72587	0.00312	1	0.50000	0.50000	0	
64377	435.23651	3531363332129	0.51550	0.46119	435.12921	0.10730	1167	1	0.49514	0.54414	1	0.48701	0.54056	1	0.49108	0.54235	1	0.36288	0.25786	14.59885	1.00874	1	0.60685	0.25519	13.95401	1.00874	1	-0.03591	0.04922	0.68214	0.00321	1	0.02961	0.05297	0.72587	0.00310	1	0.50000	0.50000	0	
64378	435.24316	3531363398887	0.51412	0.46522	435.12921	0.11395	1167	1	0.49408	0.53255	1	0.48738	0.53487	1	0.49073	0.53371	1	0.36302	0.25771	14.79104	1.02571	1	0.60682	0.25535	13.84053	1.01680	1	-0.03887	0.05343	0.74060	0.00317	1	0.02859	0.05082	0.69710	0.00321	1	0.50000	0.50000	0	
64379	435.25000	3531363467105	0.51368	0.46483	435.12921	0.12079	1167	1	0.49761	0.44082	1	0.51375	0.47487	1	0.50568	0.45784	1	0.36297	0.25759	14.84929	1.03377	1	0.60691	0.25533	14.20237	1.02487	1	-0.03887	0.05343	0.74060	0.00328	1	0.02859	0.05082	0.69710	0.00316	1	0.50000	0.50000	0	
64380	435.25684	3531363535567	0.51255	0.46570	435.12921	0.12762	1167	1	0.49338	0.44619	1	0.48900	0.51795	1	0.49119	0.48207	1	0.36293	0.25775	14.73240	1.04183	1	0.60681	0.25535	13.92662	1.03293	1	-0.03887	0.05343	0.74060	0.00331	1	0.02859	0.05082	0.69710	0.00315	1	0.50000	0.50000	0	
64381	435.26324	3531363599430	0.51153	0.46619	435.12921	0.13403	1167	1	0.49288	0.44010	1	0.48938	0.51222	1	0.49113	0.47616	1	0.36295	0.25777	15.07911	1.04989	1	0.60694	0.25516	13.69795	1.04099	1	-0.03887	0.05343	0.74060	0.00331	1	0.02879	0.05146	0.70442	0.00310	1	0.50000	0.50000	0	
64382	435.27060	3531363673176	0.51180	0.46626	435.12921	0.14139	1167	1	0.52352	0.47306	1	0.51144	0.46225	1	0.51748	0.46766	1	0.36291	0.25767	14.79625	1.04099	1	0.60691	0.25514	13.68602	1.04099	1	-0.03887	0.05343	0.74060	0.00333	1	0.02879	0.05146	0.70442	0.00309	1	0.50000	0.50000	0	
64383	435.27710	3531363738142	0.51232	0.46508	435.12921	0.14789	1167	1	0.54161	0.46093	1	0.50589	0.41724	1	0.52375	0.43909	1	0.36290	0.25761	14.66675	1.04099	1	0.60689	0.25514	13.77379	1.04099	1	-0.03887	0.05343	0.74060	0.00334	1	0.02879	0.05146	0.70442	0.00308	1	0.50000	0.50000	0	
64384	435.28387	3531363805764	0.51280	0.46414	435.12921	0.15466	1167	1	0.54176	0.46767	1	0.50588	0.41736	1	0.52382	0.44251	1	0.36277	0.25764	14.92111	1.03194	1	0.60675	0.25522	13.75133	1.04085	1	-0.03732	0.05122	0.70993	0.00330	1	0.02961	0.05297	0.72587	0.00312	1	0.50000	0.50000	0	
64385	435.29041	3531363871219	0.51257	0.46251	435.12921	0.16119	1167	1	0.51404	0.45429	1	0.49986	0.39272	1	0.50695	0.42351	1	0.36289	0.25785	14.69068	1.03180	1	0.60697	0.25528	13.93880	1.04070	1	-0.03732	0.05122	0.70993	0.00320	1	0.02961	0.05297	0.72587	0.00306	1	0.50000	0.50000	0	
64386	435.29706	3531363937687	0.51213	0.46220	435.12921	0.16785	1167	1	0.49915	0.47530	1	0.50344	0.43326	1	0.50130	0.45428	1	0.36298	0.25795	14.80618	1.03165	1	0.60695	0.25520	13.89523	1.04055	1	-0.03732	0.05122	0.70993	0.00324	1	0.02961	0.05297	0.72587	0.00307	1	0.50000	0.50000	0	
64387	435.30408	3531364007756	0.51172	0.46226	435.12921	0.17487	1167	1	0.49961	0.48123	1	0.50244	0.44659	1	0.50103	0.46391	1	0.36316	0.25788	14.86267	1.02359	1	0.60707	0.25539	13.84034	1.02359	1	-0.03578	0.04932	0.68362	0.00323	1	0.02875	0.05104	0.70086	0.00309	1	0.50000	0.50000	0	
64388	435.31021	3531364069191	0.51160	0.46102	435.12921	0.18100	1167	1	0.49866	0.43337	1	0.51772	0.42144	1	0.50819	0.42741	1	0.36334	0.25789	15.00075	1.01567	1	0.60738	0.25542	14.29168	1.00677	1	-0.03578	0.04932	0.68362	0.00321	1	0.02875	0.05104	0.70086	0.00304	1	0.50000	0.50000	0	
64389	435.31665	3531364133719	0.51180	0.46171	435.12921	0.18744	1167	1	0.53119	0.48135	1	0.50395	0.48114	1	0.51757	0.48124	1	0.36339	0.25787	14.89208	0.99885	1	0.60729	0.25524	13.94885	0.98995	1	-0.03578	0.04932	0.68362	0.00323	1	0.02875	0.05104	0.70086	0.00307	1	0.50000	0.50000	0	
64390	435.32379	3531364205131	0.51199	0.46268	435.12921	0.19458	1167	1	0.53167	0.49404	1	0.50345	0.48729	1	0.51756	0.49067	1	0.36365	0.25787	14.46069	0.98204	1	0.60741	0.25546	14.23676	0.98204	1	-0.03578	0.04932	0.68362	0.00329	1	0.02966	0.05251	0.72177	0.00306	1	0.50000	0.50000	0	
64391	435.33084	3531364275444	0.51202	0.46373	435.12921	0.20163	1167	1	0.52214	0.50194	1	0.50333	0.48891	1	0.51273	0.49542	1	0.36351	0.25785	14.67771	0.98204	1	0.60742	0.25556	14.19025	0.99094	1	-0.03578	0.04932	0.68362	0.00324	1	0.02966	0.05251	0.72177	0.00330	1	0.50000	0.50000	0	
64392	435.33746	3531364341626	0.51215	0.46438	435.12921	0.20825	1167	1	0.53096	0.49799	1	0.50148	0.47104	1	0.51622	0.48452	1	0.36351	0.25787	14.60727	0.99094	1	0.60740	0.25577	14.22480	0.99984	1	-0.03578	0.04932	0.68362	0.00324	1	0.02966	0.05251	0.72177	0.00319	1	0.50000	0.50000	0	
64393	435.34409	3531364407947	0.51227	0.46489	435.12921	0.21487	1167	1	0.53071	0.49137	1	0.50148	0.47104	1	0.51609	0.48121	1	0.36340	0.25786	14.83528	0.99984	1	0.60738	0.25567	14.27069	0.99984	1	-0.03578	0.04932	0.68362	0.00323	1	0.02859	0.05071	0.69710	0.00318	1	0.50000	0.50000	0	
64394	435.35086	3531364475638	0.51201	0.46487	435.12921	0.22165	1167	1	0.51773	0.49303	1	0.48940	0.43491	1	0.50356	0.46397	1	0.36360	0.25772	14.88045	0.99984	1	0.60736	0.25569	14.31515	0.99094	1	-0.03578	0.04932	0.68362	0.00333	1	0.02859	0.05071	0.69710	0.00314	1	0.50000	0.50000	0	
64395	435.35748	3531364541960	0.51196	0.46591	435.12921	0.22827	1167	1	0.52352	0.54885	1	0.49700	0.45367	1	0.51026	0.50126	1	0.36359	0.25771	14.80739	0.99094	1	0.60739	0.25547	14.23678	0.98204	1	-0.03578	0.04932	0.68362	0.00332	1	0.02859	0.05071	0.69710	0.00323	1	0.50000	0.50000	0	
64396	435.36420	3531364608972	0.51192	0.46672	435.12921	0.23499	1167	1	0.52323	0.54327	1	0.49746	0.44713	1	0.51035	0.49520	1	0.36359	0.25765	14.52230	0.99900	1	0.60777	0.25551	14.02295	0.99010	1	-0.03898	0.05388	0.74681	0.00332	1	0.02891	0.05120	0.70235	0.00316	1	0.50000	0.50000	0	
64397	435.37024	3531364669579	0.51175	0.46715	435.12921	0.24103	1167	1	0.53159	0.43272	1	0.48015	0.53231	1	0.50587	0.48251	1	0.36369	0.25788	14.65102	1.00706	1	0.60780	0.25528	14.18616	1.00706	1	-0.03898	0.05388	0.74681	0.00315	1	0.02891	0.05120	0.70235	0.00307	1	0.50000	0.50000	0	
64398	435.37766	3531364743631	0.51135	0.46666	435.12921	0.24844	1167	1	0.48170	0.48057	1	0.51069	0.41640	1	0.49619	0.44848	1	0.36370	0.25778	14.78476	1.02403	1	0.60780	0.25530	14.05637	1.02403	1	-0.03898	0.05388	0.74681	0.00319	1	0.02891	0.05120	0.70235	0.00306	1	0.50000	0.50000	0	
64399	435.38391	3531364806101	0.51096	0.46576	435.12921	0.25470	1167	1	0.48045	0.46811	1	0.51241	0.39534	1	0.49643	0.43173	1	0.36382	0.25770	15.12847	1.04099	1	0.60781	0.25530	13.95784	1.04989	1	-0.03898	0.05388	0.74681	0.00318	1	0.03014	0.05328	0.73082	0.00308	1	0.50000	0.50000	0	
64400	435.39124	3531364879548	0.51065	0.46422	435.12921	0.26202	1167	1	0.49468	0.42834	1	0.50231	0.38005	1	0.49850	0.40420	1	0.36385	0.25765	15.01439	1.04989	1	0.60796	0.25528	14.30231	1.05879	1	-0.03898	0.05388	0.74681	0.00321	1	0.03014	0.05328	0.73082	0.00310	1	0.50000	0.50000	0	
64401	435.39789	3531364945926	0.51102	0.46337	435.12921	0.26868	1167	1	0.51600	0.49466	1	0.53540	0.36437	1	0.52570	0.42951	1	0.36398	0.25775	15.01366	1.05879	1	0.60778	0.25536	14.43124	1.06770	1	-0.03898	0.05388	0.74681	0.00323	1	0.03014	0.05328	0.73082	0.00314	1	0.50000	0.50000	0	
64402	435.40527	3531365019830	0.51136	0.46266	435.12921	0.27606	1167	1	0.51601	0.49477	1	0.53463	0.37186	1	0.52532	0.43331	1	0.36410	0.25771	15.26027	1.05865	1	0.60807	0.25529	14.54915	1.05865	1	-0.03650	0.05058	0.70035	0.00322	1	0.02925	0.05166	0.70785	0.00313	1	0.50000	0.50000	0	
64403	435.41150	3531365081948	0.51142	0.46288	435.12921	0.28229	1167	1	0.50715	0.46597	1	0.52115	0.47842	1	0.51415	0.47219	1	0.36411	0.25768	15.16348	1.04960	1	0.60812	0.25531	14.53422	1.04070	1	-0.03650	0.05058	0.70035	0.00326	1	0.02925	0.05166	0.70785	0.00312	1	0.50000	0.50000	0	
64404	435.41876	3531365154625	0.51171	0.46317	435.12921	0.28955	1167	1	0.52723	0.45315	1	0.52056	0.49774	1	0.52390	0.47544	1	0.36407	0.25768	15.06182	1.03165	1	0.60813	0.25545	14.48698	1.02275	1	-0.03650	0.05058	0.70035	0.00326	1	0.02925	0.05166	0.70785	0.00310	1	0.50000	0.50000	0	
64405	435.42447	3531365211774	0.51197	0.46380	435.12921	0.29526	1167	1	0.52803	0.47275	1	0.51927	0.51022	1	0.52365	0.49148	1	0.36419	0.25755	14.71887	1.00579	1	0.60816	0.25529	14.27991	1.00579	1	-0.03565	0.04948	0.68504	0.00329	1	0.02994	0.05284	0.72334	0.00311	1	0.50000	0.50000	0	
64406	435.43100	3531365277232	0.51190	0.46416	435.12921	0.30179	1167	1	0.52696	0.50547	1	0.49002	0.45544	1	0.50849	0.48046	1	0.36421	0.25756	14.90088	0.99787	1	0.60828	0.25525	14.29003	1.00677	1	-0.03565	0.04948	0.68504	0.00321	1	0.02994	0.05284	0.72334	0.00310	1	0.50000	0.50000	0	
64407	435.43771	3531365344338	0.51167	0.46469	435.12921	0.30850	1167	1	0.53463	0.47427	1	0.46797	0.50435	1	0.50130	0.48931	1	0.36422	0.25749	14.86056	0.99885	1	0.60833	0.25515	14.23046	1.00776	1	-0.03565	0.04948	0.68504	0.00322	1	0.02994	0.05284	0.72334	0.00309	1	0.50000	0.50000	0	
64408	435.44440	3531365411198	0.51146	0.46507	435.12921	0.31519	1167	1	0.53441	0.46749	1	0.46821	0.49774	1	0.50131	0.48262	1	0.36421	0.25734	14.56832	1.00776	1	0.60834	0.25504	14.27441	1.01666	1	-0.03672	0.05109	0.70671	0.00332	1	0.02994	0.05284	0.72334	0.00314	1	0.50000	0.50000	0	
64409	435.45123	3531365479451	0.51148	0.46502	435.12921	0.32202	1167	1	0.52336	0.47671	1	0.50300	0.44378	1	0.51318	0.46024	1	0.36423	0.25710	14.86532	1.02457	1	0.60832	0.25502	14.32654	1.02457	1	-0.03672	0.05109	0.70671	0.00319	1	0.02994	0.05284	0.72334	0.00315	1	0.50000	0.50000	0	
64410	435.45801	3531365547152	0.51141	0.46553	435.12921	0.32880	1167	1	0.50983	0.44008	1	0.50937	0.47040	1	0.50960	0.45524	1	0.36417	0.25714	14.87663	1.03249	1	0.60819	0.25506	14.28387	1.03249	1	-0.03672	0.05109	0.70671	0.00315	1	0.02994	0.05284	0.72334	0.00318	1	0.50000	0.50000	0	
64411	435.46399	3531365607077	0.51134	0.46576	435.12921	0.33478	1167	1	0.50983	0.44008	1	0.50937	0.47040	1	0.50960	0.45524	1	0.36405	0.25721	14.98574	1.03249	1	0.60818	0.25497	14.30932	1.03249	1	-0.03508	0.04874	0.67418	0.00311	1	0.02994	0.05284	0.72334	0.00315	1	0.50000	0.50000	0	
64412	435.47119	3531365678913	0.51112	0.46552	435.12921	0.34198	1167	1	0.50389	0.43993	1	0.51910	0.46375	1	0.51149	0.45184	1	0.36404	0.25712	15.00958	1.02457	1	0.60796	0.25490	14.04156	1.02457	1	-0.03508	0.04874	0.67418	0.00317	1	0.02994	0.05284	0.72334	0.00320	1	0.50000	0.50000	0	
64413	435.47794	3531365746574	0.51098	0.46579	435.12921	0.34872	1167	1	0.50700	0.51862	1	0.52883	0.44915	1	0.51791	0.48389	1	0.36403	0.25714	15.03251	1.01666	1	0.60802	0.25484	14.11609	1.01666	1	-0.03508	0.04874	0.67418	0.00316	1	0.02994	0.05284	0.72334	0.00315	1	0.50000	0.50000	0	
64414	435.48483	3531365815382	0.51085	0.46598	435.12921	0.35562	1167	1	0.50700	0.51862	1	0.52883	0.44915	1	0.51791	0.48389	1	0.36404	0.25700	15.06440	1.01666	1	0.60808	0.25490	14.24957	1.01666	1	-0.03661	0.05085	0.70255	0.00320	1	0.02994	0.05284	0.72334	0.00316	1	0.50000	0.50000	0	
64415	435.49146	3531365881632	0.51086	0.46630	435.12921	0.36224	1167	1	0.50053	0.51200	1	0.52241	0.38356	1	0.51147	0.44778	1	0.36406	0.25693	15.11644	1.02457	1	0.60813	0.25473	13.99397	1.02457	1	-0.03661	0.05085	0.70255	0.00318	1	0.02994	0.05284	0.72334	0.00310	1	0.50000	0.50000	0	
64416	435.49832	3531365950449	0.51023	0.46689	435.12921	0.36911	1167	1	0.52923	0.47649	1	0.45237	0.49711	1	0.49080	0.48680	1	0.36409	0.25696	15.23523	1.03249	1	0.60815	0.25481	14.18898	1.03249	1	-0.03661	0.05085	0.70255	0.00323	1	0.02994	0.05284	0.72334	0.00313	1	0.50000	0.50000	0	
64417	435.50443	3531366011323	0.50960	0.46742	435.12921	0.37521	1167	1	0.52874	0.46403	1	0.45247	0.49120	1	0.49061	0.47761	1	0.36430	0.25690	15.00829	1.04945	1	0.60829	0.25489	14.39331	1.04055	1	-0.03805	0.05308	0.73334	0.00319	1	0.02929	0.05160	0.70640	0.00323	1	0.50000	0.50000	0	
64418	435.51111	3531366078212	0.50950	0.46637	435.12921	0.38190	1167	1	0.53678	0.43560	1	0.47882	0.42269	1	0.50780	0.42914	1	0.36447	0.25694	14.57179	1.04960	1	0.60843	0.25485	14.01804	1.04070	1	-0.03805	0.05308	0.73334	0.00314	1	0.02929	0.05160	0.70640	0.00327	1	0.50000	0.50000	0	
64419	435.51816	3531366148764	0.50919	0.46654	435.12921	0.38895	1167	1	0.52193	0.47505	1	0.47881	0.44604	1	0.50037	0.46054	1	0.36443	0.25675	14.69526	1.04975	1	0.60847	0.25490	13.93043	1.04084	1	-0.03805	0.05308	0.73334	0.00322	1	0.02929	0.05160	0.70640	0.00326	1	0.50000	0.50000	0	
64420	435.52502	3531366217383	0.50888	0.46698	435.12921	0.39581	1167	1	0.52252	0.48722	1	0.47852	0.45217	1	0.50052	0.46970	1	0.36437	0.25675	14.79311	1.03293	1	0.60846	0.25482	13.89824	1.03293	1	-0.03508	0.04884	0.67418	0.00320	1	0.02994	0.05284	0.72334	0.00327	1	0.50000	0.50000	0	
64421	435.53177	3531366284771	0.50847	0.46750	435.12921	0.40256	1167	1	0.48743	0.49686	1	0.51307	0.45594	1	0.50025	0.47640	1	0.36401	0.25701	15.11800	1.01596	1	0.60821	0.25457	14.32120	1.02487	1	-0.03508	0.04884	0.67418	0.00320	1	0.02994	0.05284	0.72334	0.00332	1	0.50000	0.50000	0	
64422	435.53821	3531366349271	0.50822	0.46908	435.12921	0.40900	1167	1	0.52055	0.51382	1	0.48903	0.51731	1	0.50479	0.51557	1	0.36399	0.25689	15.19412	1.00790	1	0.60811	0.25470	14.38772	1.01680	1	-0.03508	0.04884	0.67418	0.00318	1	0.02994	0.05284	0.72334	0.00331	1	0.50000	0.50000	0	
64423	435.54456	3531366412785	0.50798	0.47072	435.12921	0.41534	1167	1	0.52086	0.51958	1	0.48823	0.52957	1	0.50454	0.52458	1	0.36370	0.25666	14.62740	0.99984	1	0.60760	0.25496	14.48563	0.99984	1	-0.03578	0.04953	0.68362	0.00332	1	0.02893	0.05133	0.70268	0.00326	1	0.50000	0.50000	0	
64424	435.55112	3531366478217	0.50787	0.47184	435.12921	0.42191	1167	1	0.53713	0.53538	1	0.48218	0.55372	1	0.50966	0.54455	1	0.36364	0.25659	14.67225	0.99984	1	0.60769	0.25479	14.12510	0.99094	1	-0.03578	0.04953	0.68362	0.00327	1	0.02893	0.05133	0.70268	0.00328	1	0.50000	0.50000	0	
64425	435.55862	3531366553422	0.50840	0.47047	435.12921	0.42941	1167	1	0.54369	0.45727	1	0.48908	0.49628	1	0.51639	0.47678	1	0.36365	0.25662	14.64642	0.99094	1	0.60759	0.25498	14.41336	0.98203	1	-0.03578	0.04953	0.68362	0.00329	1	0.02893	0.05133	0.70268	0.00324	1	0.50000	0.50000	0	
64426	435.56488	3531366615798	0.50894	0.46916	435.12921	0.43567	1167	1	0.54356	0.45094	1	0.48947	0.49008	1	0.51652	0.47051	1	0.36377	0.25683	14.72935	0.99900	1	0.60796	0.25475	14.47902	0.99010	1	-0.03898	0.05411	0.74681	0.00323	1	0.02894	0.05117	0.70050	0.00324	1	0.50000	0.50000	0	
64427	435.57184	3531366685633	0.50872	0.47007	435.12921	0.44263	1167	1	0.50430	0.50937	1	0.48573	0.49458	1	0.49502	0.50198	1	0.36395	0.25682	15.15966	1.00706	1	0.60820	0.25477	14.34120	1.00706	1	-0.03898	0.05411	0.74681	0.00312	1	0.02894	0.05117	0.70050	0.00318	1	0.50000	0.50000	0	
64428	435.57837	3531366750667	0.50865	0.46984	435.12921	0.44916	1167	1	0.49318	0.49464	1	0.48249	0.44670	1	0.48784	0.47067	1	0.36385	0.25679	14.90331	1.02403	1	0.60815	0.25476	14.24169	1.02403	1	-0.03898	0.05411	0.74681	0.00326	1	0.02894	0.05117	0.70050	0.00320	1	0.50000	0.50000	0	
64429	435.58517	3531366818953	0.50857	0.46946	435.12921	0.45596	1167	1	0.49211	0.48241	1	0.48319	0.43336	1	0.48765	0.45788	1	0.36391	0.25689	15.35391	1.04099	1	0.60812	0.25449	14.34015	1.04099	1	-0.03898	0.05411	0.74681	0.00320	1	0.02894	0.05117	0.70050	0.00334	1	0.50000	0.50000	0	
64430	435.59177	3531366884674	0.50839	0.46957	435.12921	0.46255	1167	1	0.52993	0.43399	1	0.48742	0.51212	1	0.50867	0.47305	1	0.36372	0.25685	14.80194	1.04099	1	0.60788	0.25480	14.85373	1.04099	1	-0.03898	0.05411	0.74681	0.00321	1	0.02894	0.05117	0.70050	0.00322	1	0.50000	0.50000	0	
64431	435.59830	3531366950101	0.50804	0.46909	435.12921	0.46909	1167	1	0.51244	0.45038	1	0.50092	0.38139	1	0.50668	0.41589	1	0.36358	0.25676	15.09777	1.04099	1	0.60757	0.25470	14.30106	1.04099	1	-0.03898	0.05411	0.74681	0.00327	1	0.02894	0.05117	0.70050	0.00325	1	0.50000	0.50000	0	
64432	435.60547	3531367021827	0.50768	0.46860	435.12921	0.47626	1167	1	0.51284	0.45720	1	0.50091	0.38151	1	0.50687	0.41935	1	0.36333	0.25686	15.10133	1.03194	1	0.60741	0.25453	14.29226	1.04084	1	-0.03708	0.05126	0.70754	0.00320	1	0.02966	0.05273	0.72177	0.00321	1	0.50000	0.50000	0	
64433	435.61182	3531367085222	0.50757	0.46892	435.12921	0.48260	1167	1	0.50750	0.44659	1	0.49554	0.43084	1	0.50152	0.43871	1	0.36327	0.25699	15.11360	1.03180	1	0.60743	0.25438	14.46549	1.04070	1	-0.03708	0.05126	0.70754	0.00316	1	0.02966	0.05273	0.72177	0.00308	1	0.50000	0.50000	0	
64434	435.61865	3531367153752	0.50766	0.46882	435.12921	0.48944	1167	1	0.50226	0.45260	1	0.50870	0.44662	1	0.50548	0.44961	1	0.36332	0.25689	15.13135	1.03165	1	0.60731	0.25449	14.45593	1.04055	1	-0.03708	0.05126	0.70754	0.00318	1	0.02966	0.05273	0.72177	0.00310	1	0.50000	0.50000	0	
64435	435.62521	3531367219274	0.50775	0.46865	435.12921	0.49600	1167	1	0.50270	0.45871	1	0.50818	0.45285	1	0.50544	0.45578	1	0.36343	0.25685	15.27114	1.02359	1	0.60748	0.25438	14.46330	1.03249	1	-0.03578	0.04953	0.68362	0.00318	1	0.02966	0.05283	0.72177	0.00313	1	0.50000	0.50000	0	
64436	435.63120	3531367279131	0.50782	0.46987	435.12921	0.50198	1167	1	0.53616	0.46345	1	0.48701	0.50836	1	0.51158	0.48591	1	0.36340	0.25676	15.19726	1.02457	1	0.60750	0.25441	14.41974	1.02457	1	-0.03578	0.04953	0.68362	0.00328	1	0.02966	0.05283	0.72177	0.00315	1	0.50000	0.50000	0	
